"tipo_elem";distrito;id;"cod_cent";"nombre";utm_x;utm_y;longitud;latitud
"M30";8;11362;"PM43019";"PM43019";441010.706763475;4481978.531299447;-3.69602827642806;40.48640681506287
"M30";8;11368;"PM13118";"PM13118";441632.393939684;4481633.646672005;-3.68866159667405;40.48334390002821
"M30";8;6775;"PM23111";"PM23111";441646.340506193;4481666.715039458;-3.68850010047197;40.48364277328885
"M30";8;6709;"PM23119";"PM23119";441640.341404262;4481654.502831407;-3.68856975330544;40.48353233923044
"URB";6;5742;"63059";"Aviador Zorita N-S - Hernani-Raimundo Fdez.Villaverde";440762.56438212;4477649.654227163;-3.69855180586559;40.44739287948227
"URB";4;3840;"01001";"Jose Ortega y Gasset E-O - Pº Castellana-Serrano";441617.090594015;4475765.769279605;-3.68830247822946;40.43048241766403
"URB";4;3841;"01002";"Jose Ortega y Gasset O-E - Serrano-Pº Castellana";441706.039143845;4475769.104915968;-3.68725420113285;40.43051870494767
"URB";1;3842;"01003";"Pº Recoletos N-S - Almirante-Prim";441317.699533469;4474833.873625285;-3.69174587796909;40.42206638780964
"URB";4;3843;"01004";"Pº Recoletos S-N - Pl. Cibeles- Recoletos";441300.089707644;4474761.763250801;-3.69194679170027;40.42141554037423
"URB";4;3844;"01005";"(AFOROS) Pº Castellana S-N  - Eduardo Dato - Pl.Emilio Castelar";441606.236261728;4476129.460542301;-3.68846384925114;40.43375795993212
"URB";4;3845;"01006";"Pº Recoletos S-N - Villanueva-Jorge Juan";441382.968851413;4474993.863469397;-3.69099128548591;40.42351225473315
"URB";1;3846;"01007";"Sagasta 20 O-E - Mejia Lequerica-Pl. Alonso Martinez";440758.420651482;4475516.996914361;-3.69840183376943;40.42818065084175
"other";9;1017;"18NC80PM01";"18NC80PM01";438455.20070354;4474879.167225794;-3.72549083910588;40.42226760842642
"other";1;6835;"18RA28PM01";"18RA28PM01";438764.313318401;4474326.832169108;-3.72179410987536;40.41731474276315
"other";9;1012;"18RA66PM01";"18RA66PM01";438740.943151616;4474609.72421867;-3.72209680342747;40.41986143669554
"other";9;1011;"18RM17PM01";"18RM17PM01";438656.420188136;4474429.748918251;-3.72307569189315;40.41823391525897
"other";9;6837;"18RN69PM01";"18RN69PM01";438671.497917128;4474311.168167559;-3.72288654595573;40.417166799922
"other";1;1043;"18RT11PM01";"18RT11PM01";438852.792310857;4474439.116666929;-3.72076206769927;40.41833275626917
"other";9;1045;"18RU04PM01";"18RU04PM01";438829.307238966;4474531.454837274;-3.72104775388169;40.41916285261753
"other";9;3546;"18RV21PM01";"18RV21PM01";437128.59042962;4473516.450000812;-3.74099302249695;40.40989252710806
"other";2;6881;"90EL16PM01";"90EL16PM01";441406.625471969;4470883.44172609;-3.69033402464593;40.38648512555837
"other";2;6882;"90EL38PM01";"90EL38PM01";441589.103533078;4470568.88791522;-3.68815541700744;40.38366426557626
"M30";16;7014;"PM13222";"PM13222";443019.648163596;4481788.868443912;-3.6723088411066;40.48483856745793
"M30";8;3521;"PM30001";"PM30001";443156.142448223;4482615.358583339;-3.67077258118191;40.49229329544748
"URB";5;3926;"04020";"Concha Espina, 57 E-O - Rodriguez Marin-Serrano";442331.469190783;4478116.835023601;-3.68009432398302;40.45171177567173
"URB";5;3927;"04021";"Pl. Cataluña (Isleta Central) O-E - Dr.Arce-Principe Vergara";442444.004392383;4477775.788894574;-3.67873635540665;40.44864727312289
"URB";5;3928;"04022";"(TACTICO) Doctor Arce O-E - Delante Grupo 6";442115.810569887;4477484.925529094;-3.68257985340825;40.44600425312161
"URB";5;3604;"04023";"(TACTICO) Pl. Cataluña S-N -  Extensiones Grupo 7";442544.939030048;4477791.244995302;-3.67754754828595;40.44879349124124
"URB";3;4193;"02017";"AV. MEDITERRANE E-O(CRUZ DEL SUR-PL. CONDE CASAL)";443322.111518761;4473108.957770001;-3.66796577755009;40.40666635984981
"URB";3;3870;"02018";"AV. MEDITERRANEO E-O(PASO INFERIOR)";443321.955413141;4473099.500633389;-3.66796677493739;40.40658115409158
"URB";3;3871;"02019";"FDEZ. SHAW S-N(FEDERICO MORENO TORROBA-PL. CONDE CASAL)";443222.585249963;4472985.527850401;-3.66912763689144;40.40554765313507
"URB";3;3872;"02020";"DR. ESQUERDO S-N (STA.SABINA -PL. CONDE CASAL)";443065.660993113;4472971.470418285;-3.67097562767922;40.40541029947509
"URB";3;3873;"02021";"AV. MEDITERRANEO O-E(SANCHEZ BARCAIZTEGUI-PL. CONDE CASAL)";442960.28032495;4473128.409655676;-3.67223153180805;40.40681688088789
"M30";15;6737;"PM20721";"PM20721";444088.825090821;4474829.878298203;-3.65908165025919;40.42222121831314
"M30";15;6738;"PM20722";"PM20722";444107.220740355;4474827.487205785;-3.65886460554364;40.42220091395711
"M30";15;6740;"PM20756";"PM20756";444159.040409241;4474526.898459374;-3.65822739939701;40.41949652452291
"M30";14;6742;"PM20776";"PM20776";444181.217964778;4474266.138850102;-3.65794311257513;40.41714894531595
"M30";14;6743;"PM20831";"PM20831";444072.778256644;4474221.457872665;-3.65921729653116;40.41673915385531
"M30";16;7015;"PM43223";"PM43223";443023.522450007;4481796.88316976;-3.67226385190935;40.48491103339853
"M30";4;10266;"PM10578";"PM10578";443985.492533369;4476225.027912154;-3.66042259020016;40.43478252136351
"M30";15;10194;"PM20667";;444023.832553666;4475389.367590155;-3.65989699031949;40.42725703073803
"URB";4;4003;"08002";"Principe de Vergara N-S - Hermosilla-Goya";442306.161104293;4475259.795909506;-3.6801333422201;40.42597243588067
"URB";2;3719;"13030";"(AFOROS)STA MARIA CABEZA, 11 N-S(LAT. DCHO. SUPERFICIE)";441070.52555252;4473093.134773266;-3.69449810959878;40.40636748556459
"URB";2;4178;"13035";"BATALLA DEL SALADO N-S(DELICIAS-PALOS FRONTERA)";440960.227393004;4472845.058994048;-3.69577489686692;40.4041248791556
"M30";5;6818;"PM13188";"PM13188";442574.171660565;4481679.377657318;-3.67755473429429;40.48382153566966
"M30";5;11377;"PM13187";"PM13187";442576.496430596;4481686.788149191;-3.67752797790922;40.48388845325506
"URB";4;4042;"09028";"Narvaez S-N - Duque de Sesto-Jorge Juan";442664.802373007;4474878.37863165;-3.67587132737107;40.42256122726329
"URB";4;4043;"09029";"Principe de Vergara S-N - Jorge Juan-Goya";442296.998063904;4475013.343157301;-3.68021898879256;40.42375162997686
"URB";4;4044;"09030";"Jorge Juan O-E - Principe Vergara-General Pardiñas";442313.36492776;4474992.956326211;-3.68002421503225;40.42356911002928
"URB";1;10528;"15013";"PELIGROS S-N(ALCALA-GRAN VIA)";440703.548262061;4474395.267992211;-3.69894407967629;40.41807167962853
"URB";1;10639;"15020";"ALCALA O-E (SALIDA PARKING)";440697.750247058;4474379.005543633;-3.69901090145974;40.41792476656067
"URB";4;7090;"15307";"(MICRO) Po RECOLETOS(CIBELES - MARQUES DEL DUERO)";441259.712264218;4474649.235769706;-3.6924123290533;40.42039898866275
"URB";3;4064;"10018";"Narvaez N-S - Menorca-Ibiza";442634.849010391;4474513.994991696;-3.67619152774031;40.41927660650642
"URB";3;3609;"10019";"Menendez Pelayo N-S - (Pio  Baroja-Niño Jesus(Puerta Granada)";442581.516917601;4473751.508305207;-3.67675131270141;40.41240404883449
"URB";1;4293;"16015";"(AFOROS) SAN BERNARDO, 37 E-O(ANTONIO GRILLO-GRAN VIA)";439968.993653219;4474907.988126275;-3.70765025742342;40.42263783337722
"URB";1;4294;"16016";"GRAN VIA, 51 N-S(SAN BERNARDO-SILVA)";439976.748373385;4474753.233847702;-3.70754424387476;40.42124429577188
"URB";1;4295;"16017";"SAN BERNARDO, 15 O-E(PL. SANTO DOMINGO-GRAN VIA)";439915.603614306;4474700.116305224;-3.70825993754555;40.42076137579646
"URB";1;4314;"16043";"BAILEN S-N (SENADO -PL.ESPANA)";439528.085602643;4474762.404974642;-3.71283349232446;40.42129442800211
"URB";3;3610;"10020";"Menendez Pelayo N-S - Giro Izqda. Pl. Niño Jesus";442585.900886103;4473752.704303251;-3.67669975329221;40.41241512542876
"URB";3;4066;"10022";"Menendez Pelayo S-N - Pl. Niño Jesús -Pio Baroja";442610.361269571;4473682.63187855;-3.67640515427245;40.4117855627463
"URB";3;4067;"10023";"Narvaez S-N - Doctor Castelo-O´Donnell";442647.643706406;4474655.637729565;-3.67605349342928;40.42055347969122
"URB";3;4068;"10024";"(AFOROS) Av. Menendez Pelayo N-S - O´Donnell-Doctor Castelo";442326.438398442;4474719.773900138;-3.67984533581449;40.42110905030989
"URB";4;4070;"10026";"(TACTICO) Fernan Gonzalez N-S - Duque Sesto-O´Donnell";442791.468552671;4474778.159189491;-3.67436925977741;40.42166711727247
"URB";4;4071;"10027";"Av. Menendez Pelayo N-S - Alcala-O´Donnell";442288.208815598;4474869.88034924;-3.68030957150632;40.42245863482496
"URB";1;4308;"16036";"GRAN VIA,1 O-E(VICTOR HUGO-ALCALA)";440787.277437113;4474523.79218721;-3.69796917499602;40.41923544901002
"URB";1;4309;"16037";"(AFOROS)GRAN VIA,20 E-O(CLAVEL -HORTALEZA)";440607.521998852;4474597.269324847;-3.70009475167067;40.4198845557416
"URB";9;10874;"16041";"FERRAZ N-S (IRUN -CUESTA  SAN VICENTE)(GIRO)";439438.619671799;4474899.255930768;-3.71390105800033;40.42252073537222
"URB";1;4313;"16042";"PL.ESPANA O-E(BAILEN-GRAN VIA)";439520.044142072;4474867.080305839;-3.71293823199745;40.42223680556216
"URB";3;10084;"10043";"Alde. Sainz Baranda E-O - Narváez-López de Rueda";442591.114615284;4474266.718300872;-3.67668469356714;40.41704599337733
"URB";7;4406;"19004";"Fuencarra, 146 S-N - Gonzalo de Córdoba-Gta. Quevedo)";440300.181096714;4476007.941224578;-3.70384976573583;40.43257053903562
"URB";7;4407;"19005";"Alburquerque, 13 E-O - Cardenal Cisneros-Fuencarral";440442.462712169;4475845.430740367;-3.70215718403198;40.43111677148877
"URB";7;4410;"19008";"Fuencarral, 117 S-N - Sandoval-Gta. Bilbao";440394.261981688;4475709.774003549;-3.70271268820244;40.42989126173962
"URB";7;4411;"19009";"Luchana, 15 N-S - Palafox-Gta.  Bilbao";440559.995021155;4475722.315956501;-3.70076011559111;40.43001610452971
"URB";8;5426;"43015";"Av.Ilustración O-E - Centro Cívico-Ginzo de Limia";440086.941698542;4481441.921428023;-3.706876498368;40.48150668796102
"URB";8;5427;"43016";"Av.Ilustración E-O - Arzobispo Morcillo-Ginzo de Limia";440416.127942106;4481569.336268587;-3.70300488954865;40.48267817539396
"URB";8;5428;"43017";"Av.Ilustración O-E  - Ginzo de Limia-Arzobispo Morcillo";440595.337767315;4481641.002382879;-3.70089733426752;40.48333661160763
"URB";8;5429;"43018";"Av.Ilustración E-O - Nudo Norte-Arzobispo Morcillo";440843.437176479;4481774.895056046;-3.69798278638267;40.4845604812278
"URB";8;5431;"43020";"Ginzo de Limia S-N - Av.Monforte de Lemos-Av.Ilustración";440291.068974533;4481296.963910692;-3.70445465126335;40.48021556088895
"URB";8;5432;"43021";"Ginzo de Limia N-S - Fermín Caballero-Av.Ilustración";440183.504496175;4481599.580964927;-3.70575217147938;40.48293390452665
"URB";9;4315;"16044";"CUESTA SAN VICENTE E-O(FERRAZ-CADARSO)";439463.583600416;4474809.789308315;-3.71359828659782;40.42171659698511
"URB";9;4316;"16045";"FERRAZ N-S(IRUN- CUESTA SAN VICENTE)(FRENTE)";439442.624243271;4474902.436789081;-3.71385415826967;40.42254968141542
"URB";1;4317;"16046";"CUESTA SAN VICENTE, 14 O-E(ARRIAZA-BAILEN)";439349.388189577;4474697.792746821;-3.71493363219561;40.42069936649599
"URB";1;4318;"16047";"(TACTICO) SALIDA JARDINES PALACIO REAL";439287.610322568;4474625.368961838;-3.71565488591586;40.42004243586157
"URB";9;10875;"16502";"FERRAZ N-S (P.M 16045+16041 )";439452.725258098;4474886.00420359;-3.71373353101758;40.42240238450587
"URB";6;3421;"60001";"Bravo Murillo E-O - Pl.Castilla-Conde Serrallo";441453.970035479;4479675.623063072;-3.69058588014246;40.46569266635577
"URB";6;7017;"60002";"Pº Castellana N-S - San Benito-Pl.Castilla";441571.426094061;4479913.706831802;-3.68922243439981;40.4678456939681
"URB";6;3423;"60003";"Lateral Pº Castellana N-S - Pl.Castilla-Rosario Pino";441500.060294752;4479372.361152019;-3.69001429792765;40.46296400145941
"URB";6;5451;"60004";"PºCastellana N-S - Fco.Gervás-Sor Angela de la Cruz";441505.361655228;4479131.876874877;-3.68992960695583;40.46079798962464
"URB";6;5452;"60005";"PºCastellana N-S - Sor Angela de la Cruz-Juán Gris";441477.465807256;4478786.282092371;-3.69022674496088;40.45768275877001
"URB";9;4319;"16048";"ARRIAZA N-S(IRUN-CUESTA SAN VICENTE)";439260.904990421;4474752.782928486;-3.71598182397724;40.42118828823435
"URB";1;4320;"16049";"CUESTA SAN VICENTE O-E(SALIDA CALLE 30-ARRIAZA)";439111.076150583;4474652.129640618;-3.71773821199289;40.42027060906339
"URB";1;3650;"16050";"CUESTA SAN VICENTE E-O(ENTRADA TUNEL A-5)CUESTA SAN VICENTE E-O(ENTRADA TUNEL A-5)";439101.565669577;4474658.130107886;-3.71785088458935;40.42032396793502
"URB";9;10885;"16401";"(TACTICA) PL.ESPANA E-O( GRAN VIA -FERRAZ)";439508.416499277;4474872.158577513;-3.71307577175595;40.42228170763381
"URB";1;11207;"16500";"GRAN VIA N-S (PM16012+PM16013)";439823.50971809;4474855.411668454;-3.7093601337052;40.42215369179104
"URB";5;5465;"60018";"Lateral PºCastellana S-N - Félix Boix-Pl.Castilla";441577.881327518;4479517.345911225;-3.68910979950553;40.4642755614931
"URB";5;5466;"60019";"(TACTICO) Alberto Alcocer O-E(Giro a Padre Damián O-N) - (TACTICO) Alberto Alcocer O-E(Giro a Padre Damián O-N)";441851.428312769;4478909.039465095;-3.68582770078662;40.45881486231153
"URB";5;5467;"60020";"(TACTICO) Alberto Alcocer E-O(Giro a Padre Damián E-S) - (TACTICO) Alberto Alcocer E-O(Giro a Padre Damián E-S)";441904.63843609;4478905.128457041;-3.68519980378473;40.4587833518897
"URB";5;5577;"61066";"Potosi E-O - Víctor Andrés Belaunde-Herreros de Tejada";442328.676120019;4478670.761970499;-3.68017757755479;40.45670160925654
"URB";5;5578;"61067";"Potosi O-E - Pº de la Habana-Ramiro Girón";442276.340707404;4478645.848340962;-3.68079251650162;40.45647354252426
"URB";5;5579;"61068";"Potosi E-O - Bolivia-Víctor Andrés Belaunde";442420.028827984;4478696.417432954;-3.67910255950031;40.4569390597782
"URB";5;5604;"61098";"COLOMBIA E-O (PUERTO RICO-VICTOR DE LA SERNA)";442914.578419676;4478699.375439459;-3.67327045376136;40.45699982512006
"URB";5;5605;"61099";"COLOMBIA O-E (CHILE-PUERTO RICO)";442742.605233335;4478704.818573716;-3.67529907804002;40.45703702857359
"URB";1;4707;"90033";"COLEGIATA O-E(TOLEDO-ROMANONES)";440070.97761201;4473834.479332209;-3.70634700313015;40.41297451936325
"URB";1;4715;"90041";"SEGOVIA O-E(SAN JUSTO-CUCHILLEROS)";439838.569588332;4473918.056145332;-3.70909396022361;40.41371065215974
"URB";1;4716;"90042";"CUCHILLEROS N-S(MAESTRO VILLA -TINTOREROS)";439927.824624176;4473989.470619112;-3.70804877358278;40.4143604338656
"URB";1;4717;"90043";"SEGOVIA E-O(CAVA BAJA -TOLEDO)";439923.842597932;4473907.108098879;-3.70808792710814;40.41361818639722
"URB";1;4718;"90044";"CONDE DE ROMANONES N-S(CONCEPCION JERONIMA-COLEGIATA)";440196.354075733;4473854.595201391;-3.70487126393656;40.41316475047569
"URB";1;3401;"90045";"CONCEPCION JERONIMA O-E(SALVADOR -TOLEDO)";440055.320847663;4473935.342260445;-3.70654103030804;40.41388201266945
"URB";5;5608;"61102";"Principe de Vergara S-N - Pl.República Dominicana-Alfonso XIII";442625.644399323;4478941.912741038;-3.67669986390734;40.45916481479072
"URB";5;5609;"61103";"Princip de Vergara N-S - Pl.República Dominicana-Potos";442603.973341147;4478809.488425888;-3.67694347140758;40.45797037954473
"URB";5;5610;"61106";"Serrano N-S - Pl.Ecuador-Rodríguez Marín";442501.830645281;4478425.979009639;-3.67811335308971;40.45450849004344
"URB";5;5611;"61107";"Rodríguez Marín S-N - Acceso Serrano S-N";442435.419733946;4478262.678184678;-3.6788817222214;40.4530328039303
"URB";6;5676;"62064";"Bravo Murillo N-S - Pasaje Remonta-Azucenas";440947.308657503;4479433.809740278;-3.69653933743551;40.46347845381431
"URB";6;5677;"62065";"Infanta Mercedes S-N - Pedro Villar-San Felipe";441047.416693203;4479245.141669584;-3.69534109794833;40.46178596250705
"URB";6;5738;"63051";"Raimundo Fdez.Villaverde E-O(Giro) - Edgar Neville-Aviador Zorita";440799.501910356;4477557.031316176;-3.69810762081229;40.44656112324501
"URB";7;5739;"63052";"Raimundo Fdez.Villaverde O-E(Lateral) - Orens-PºCastellana";441035.917914444;4477529.691397013;-3.69531739902643;40.44633163475224
"URB";6;5740;"63053";"Raimundo Fdez.Villaverde E-O(Puente) - PºCastellana-Orense";441132.946015051;4477537.041545312;-3.69417398333711;40.44640472420165
"URB";6;5741;"63054";"Raimundo Fdez.Villaverde O-E(Giro izdq) - Ponzano-Alonso Cano";440824.587814587;4477554.333451861;-3.69781157078737;40.44653860569359
"URB";7;7020;"63064";"Filipinas 14 E-O( Lateral izqd) - Jesús Maestro- Blasco Garay";439706.14903029;4476803.132832374;-3.71092823280297;40.43969111573522
"URB";6;7140;"63701";"(AFOROS)Raimundo Fdez.Villaverde(Es 40) (PM63025+PM63054) - (AFOROS)Raimundo Fdez.Villaverde(Es 40) (PM63025+PM63054)";440843.276084689;4477548.290468025;-3.69759064659137;40.44648549787254
"URB";5;5761;"97001";"Av. America E-O - Padre Xifre-Cartagena";443015.481923386;4476747.548694995;-3.67190533407421;40.43942375395078
"URB";5;5762;"97002";"Av.America 27  E-O - Cartagena - Fco.Silvela";442803.337979826;4476698.006426035;-3.67440210267606;40.43896288811088
"URB";4;5763;"97003";"Av.America 22 O-E - Pilar de Zaragoza - Cartagena";442779.833522049;4476671.400052956;-3.6746768279059;40.43872158781818
"URB";5;5764;"97004";"Cartagena 103 N-S - Mataelpino - Av. America";442846.720053547;4476796.621347597;-3.67389949182428;40.43985424261935
"URB";9;5773;"97022";"(AFOROS)Av.Reina Victoria E-O   - Gral. Ibáñez Íbero - Estudiantes";439726.387131114;4477597.445994394;-3.71076498824624;40.44684808640898
"URB";9;3498;"97023";"Av.Gregorio del Amo O-E  - Estación Metro - Juán XXIII";438995.578149705;4477588.903276895;-3.71938145148357;40.44671782444379
"URB";7;5774;"97024";"Av.Moncloa O-E  - La Granja - Del Valle";439244.218013664;4477547.179440262;-3.71644564638714;40.44636016747635
"URB";2;4135;"97060";"Entrada M-30 N-S  - M-30 - Méndez Álvaro";442625.370292152;4471607.889930422;-3.67604126023119;40.39309618931389
"URB";13;3436;"97061";"Entrada M -30 S-N - M-30 - Méndez Álvaro";442521.010142467;4471362.170953642;-3.67724867071629;40.39087541981314
"URB";13;4140;"97062";"Méndez Álvaro E-O  - (Convenio - M-30)";442782.978868017;4471516.042764258;-3.67417603957864;40.39227962001093
"URB";2;4133;"97092";"Av.Planetario O-E - Meneses-Méndez Alvaro";442205.235272327;4471776.234801634;-3.68100662979165;40.39458368591674
"URB";2;9959;"97093";"Méndez Alvaro S-N(Giro Izqda) - Retama-Pedro Bosch";442370.882210374;4471774.466088769;-3.6790547507261;40.39457923052577
"URB";2;4130;"97094";"Pedro Bosch E-O - Ciudad de Barcelona-Jacaranda";442455.933312485;4471972.384684286;-3.67807052995518;40.39636807136196
"URB";2;4154;"97095";"(AFOROS)Méndez Alvaro O-E - Sabal - Oriana";442152.319785891;4472016.831044335;-3.68165195861911;40.39674743468662
"URB";2;7002;"97096";"Méndez Alvaro E-O - Sabal - Estrella Naos";442133.215266133;4472061.371592002;-3.68188111085149;40.3971473529205
"URB";2;4153;"97097";"Méndez Alvaro O-E  - Estrella Naos -Sabal";442087.139263967;4472094.443623579;-3.6824270253037;40.39744208084694
"URB";2;7003;"97098";"(AFOROS)Méndez Alvaro S-N - Estrella Naos -Repsol";442036.005288714;4472177.319930843;-3.68303707650794;40.39818511791772
"URB";2;7023;"97112";"Méndez Alvaro N-S - Áncora - Canarias";441719.724022275;4472532.720747356;-3.6867963589908;40.40136468231326
"URB";4;7074;"97113";"Dr.Esquerdo 35 S-N(Giro a Goya) - Jorge Juán-Fundadores";443270.099450324;4475008.375244745;-3.66874810404683;40.42377379510761
"URB";4;7072;"97306";"O´Donnell E-S (giro a Dr. Esquerdo) - O´Donnell E-S (giro a Dr. Esquerdo)";443249.870107981;4474747.517887776;-3.6689632779117;40.42142247483167
"URB";3;3865;"02010";"DR ESQUERDO N-S(SAMARIA-NAZARET)(GIRO A ASTROS)";443173.87298407;4473760.601257189;-3.66977089489691;40.41252661524951
"URB";3;3866;"02011";"AV. NAZARET O-E(JESUS APRENDIZ-DR. ESQUERDO)";443094.213817723;4473633.885498777;-3.67069838875071;40.41137964879736
"URB";3;3867;"02012";"DR. ESQUERDO N-S(MONTANO-GAVINET)";443144.354885635;4473371.89326568;-3.67008404835215;40.40902290638087
"URB";3;4191;"02013";"DR. ESQUERDO S-N(LIRA-ESTRELLA POLAR)";443156.226426346;4473372.394546304;-3.66994418768707;40.40902823292571
"URB";3;3868;"02014";"LIRA E-O(CRUZ DEL SUR-DR. ESQUERDO)";443177.563574163;4473307.640210294;-3.66968694828495;40.40844634711787
"URB";3;3869;"02015";"DR. ESQUERDO S-N (AV. MEDITERRANEO-LIRA)";443147.775099415;4473251.986309092;-3.67003302868899;40.40794295242558
"URB";3;3724;"02027";"(TACTICO) JUAN ESPLANDIU N-S(ENTRADA ALCALDE SAINZ BARANDA)";443539.049627012;4474393.35448761;-3.66552324385229;40.41825165277426
"URB";3;3725;"02028";"(TACTICO) ALCALDE SAINZ BARANDA O-E(GIRO IZQ. A VAQUERIAS";443480.811959032;4474360.593184017;-3.66620675465193;40.41795256796156
"URB";3;3726;"02031";"ASTROS E-O(CRUZ DEL SUR-DR. ESQUERDO)(GIRO DERECHA)";443249.099675533;4473636.828669216;-3.66887326618634;40.41141673689415
"URB";3;3601;"02032";"ASTROS E-O(CRUZ DEL SUR-DR. ESQUERDO)(DE FRENTE)";443248.676105832;4473630.916785443;-3.6688777307952;40.41136345054218
"URB";3;10984;"02033";"ESTRELLA POLAR E-O(PUENTE M-30 -PEZ AUSTRAL)";443608.18841547;4473597.994638192;-3.66463783006698;40.41109130344449
"URB";14;3880;"02034";"ESTRELLA POLAR E-O(PUENTE M-30 -SIRIO)";443779.629373407;4473583.757758498;-3.66261608533599;40.41097464668636
"URB";3;10024;"02305";"(MICRO) PL. CONDE CASAL (DELANTE DEL GRUPO 12)";443164.811016083;4473087.34346945;-3.6698175605238;40.4064609223996
"URB";3;3654;"13011";"ALFONSO XII S-N (CUESTA CLAUDIO MOYANO-ESPALTER)";441565.552734473;4473702.939114175;-3.68872049451866;40.41189580803501
"URB";3;4160;"13012";"ESPALTER O-E (Po DEL PRADO-ALFONSO XII)";441447.765359852;4473795.936493449;-3.69011722406968;40.4127252979639
"URB";3;4161;"13013";"ALFONSO XII N-S (ESPALTER-CUESTA CLAUDIO MOYANO)";441554.173884976;4473587.946231376;-3.68884403570677;40.41085909481229
"URB";3;4162;"13014";"ALFONSO XII S-N (INFANTA ISABEL-CLAUDIO MOYANO)(LATERAL)";441573.889254411;4473359.330160027;-3.68859069409942;40.40880098848587
"URB";3;4163;"13015";"ALFONSO XII N-S";441564.127318578;4473312.183132043;-3.68870140762244;40.40837557868199
"URB";3;4164;"13016";"Po REINA CRISTINA E-O(JOSE ANSELMO CLAVE-ALFONSO XII)";441679.55676834;4473116.496022023;-3.68732316251673;40.40662082270612
"URB";2;4174;"13031";"STA. MARIA CABEZA, 11 N-S(RONDA ATOCHA-MURCIA)(TUNEL)";441076.086227287;4473089.238832201;-3.6944322195539;40.40633278254656
"URB";2;4175;"13032";"STA MARIA CABEZA, 11 N-S(LATERAL IZQDA)(SUPERFICIE)";441080.634192799;4473085.713187911;-3.69437829803838;40.40630134364029
"URB";2;4176;"13033";"MURCIA 1 E-O(STA MARIA CABEZA-Po DELICIAS)";441031.530015652;4472982.344146229;-3.69494738413522;40.40536666646609
"URB";1;3730;"16028";"GRAN VIA,25 O-E(SALUD-TRES CRUCES)";440444.390399051;4474613.621340585;-3.70201907619858;40.42002020304844
"URB";8;5873;"42005";"(AFOROS) CARDENAL HERRERA ORIA, 244 E-O(ISLA AROSA-PICO BALAITUS)";439027.87787123;4481476.222252917;-3.71937409841427;40.48173858892402
"URB";8;5874;"42006";"Av. Cardenal Herrera Oria, 221 O-E(Isla de Arosa-La Masó)";439312.219900681;4481578.861650426;-3.71602938856618;40.48268403098653
"URB";8;5875;"42007";"Av. Cardenal Herrera Oria, 221 E-O(La Masó-Isla de Arosa)";439307.181628386;4481585.512696169;-3.71608946531446;40.48274357762426
"URB";8;5876;"42008";"Av. Cardenal Herrera Oria, 204 E-O(Ginzo de Limia-La Masó)";439564.614482292;4481659.466460711;-3.71305939508608;40.48342855681324
"URB";8;5877;"42009";"AV. CARDENAL HERRERA ORIA, 167 O-E(RONDA BARA-GINZO LIMIA)";439754.930219994;4481788.978675053;-3.71082638754268;40.48460907962048
"URB";8;5878;"42010";"AV. CARDENAL HERRERA ORIA, 176 E-O(GIRO A GINZO LIMIA)INTERIOR CRUCE";439890.920018123;4481906.289002762;-3.70923309610895;40.48567570925341
"URB";8;5879;"42011";"AV. CARDENAL HERRERA ORIA, 168 E-O(CERRO CASTAÑAR-LAGUNA GRANDE)";440038.460212296;4482025.508778622;-3.70750365819811;40.48676035246809
"URB";8;10027;"42012";"AV. CARDENAL HERRERA ORIA 83 O-E(PEÑA DEL OSO-CTRA. DE COLMENAR)";440724.432355746;4482346.019015437;-3.69944022383901;40.48969688902478
"URB";8;5881;"42013";"AV. CARDENAL HERRERA ORIA 87 O-E(GINZO DE LIMIA-PEÑA DEL OSO)";440542.449889262;4482264.485098548;-3.7015797800744;40.48894938699247
"URB";7;4356;"17024";"ISAAC PERAL S-N (ARCIPRESTE HITA-FERNANDEZ DE LOS RIOS)";439071.939658461;4476266.69965452;-3.71835424159552;40.43481247871459
"URB";9;4357;"17025";"ISAAC PERAL N-S(FERNANDEZ DE LOS RIOS - ARCIPRESTE DE HITA)";439064.476147897;4476274.985633211;-3.71844302583778;40.43488657545003
"URB";8;5900;"42036";"CARDENAL HERRERA ORIA E-O(MANRESA-M-607)";440969.624654681;4482419.04546956;-3.69655400751015;40.49037221093457
"URB";8;10278;"42045";"AV. CARDENAL HERRERA, 282 ORIA E-O(ANGELITA CAMARERO-ALICIA BAENA)";438544.194642954;4481212.632715721;-3.72505481119388;40.47932842908332
"URB";8;10279;"42046";"AV. CARDENAL HERRERA ORIA, 266 E-O(GOMEZ SERNA-ANGELITA CAMARERO)";438622.773996232;4481255.296836165;-3.72413193300357;40.47971857344645
"URB";8;10280;"42048";"ISLA AROSA, 47 N-S(AV. CARDENAL HERRERA ORIA-ISLAS CIES)";439205.742923412;4481512.687890434;-3.71727922651446;40.48208012573335
"URB";8;3713;"42049";"La Masó, 80 N-S(La Masó-Av. Cardenal Herrera Oria)";439460.277347948;4481712.515778904;-3.71429541355384;40.483898842235
"URB";8;10281;"42050";"AV. CARDENAL HERRERA ORIA, 204 O-E(VENTISQUERO CONDESA-RONDA BARA)";439572.126571399;4481652.116342173;-3.71297006807103;40.48336289114664
"URB";8;10295;"42051";"AV. CARDENAL HERRERA ORIA, 176 E-O(LAGUNA GRANDE-RONDA BARA)INTERIOR CRUCE";439886.065509966;4481912.239690183;-3.70929093509519;40.48572896365301
